mfcc_mean_1,mfcc_mean_2,mfcc_mean_4,mfcc_mean_5,mfcc_mean_7,mfcc_mean_8,mfcc_mean_11,mfcc_std_11,mfcc_std_12,mfcc_std_13,delta_std_4,delta_std_11,delta_std_13,delta2_std_2,delta2_std_11,spectral_centroid_mean,spectral_bandwidth_mean,spectral_rolloff_mean,rms_mean,rms_std,Label
-605.1358032226562,140.149169921875,23.67756843566895,-12.22397327423096,32.19902038574219,9.819525718688965,1.703132271766663,8.90873908996582,5.807465076446533,11.57953929901123,2.255933523178101,1.215458869934082,1.35965883731842,1.677312970161438,0.6759770512580872,1748.793542209105,3247.27946156307,3285.509707322761,0.005113176070153713,0.005681335460394621,Ripe
-580.1521606445312,141.2895965576172,19.7479076385498,-19.63591957092285,27.90511322021484,8.58796501159668,0.2797482013702393,9.318204879760742,5.969220638275146,12.91050052642822,2.415327787399292,1.329882740974426,1.54421603679657,1.899613261222839,0.7092282772064209,1879.611241775857,3161.239424030653,3470.30958488806,0.005648045800626278,0.006680515129119158,Ripe
-592.334716796875,138.9831848144531,23.22931289672852,-16.12033081054688,32.6779670715332,9.055169105529785,0.4665526747703552,9.444968223571777,6.034765720367432,13.35738754272461,2.216059684753418,1.31909167766571,1.535458326339722,1.839894533157349,0.717287540435791,1882.520049150955,3217.154756809683,3641.361065764926,0.005194208584725857,0.00590978330001235,Ripe
-593.5919189453125,130.2125396728516,22.42461395263672,-13.90310955047607,30.96271896362305,9.304797172546387,-0.1776311248540878,10.2338285446167,6.08353328704834,11.47611618041992,2.31639838218689,1.387197494506836,1.524144291877747,1.759287357330322,0.7229040265083313,1992.364377948876,3406.646471646709,4085.844945195895,0.004931796342134476,0.006142254453152418,Ripe
-585.9736938476562,141.8339080810547,23.78764343261719,-9.880121231079102,35.56221008300781,12.62198734283447,1.820973873138428,9.194602012634277,5.627205371856689,12.09846019744873,2.342682361602783,1.328794240951538,1.571656703948975,1.825421452522278,0.736726701259613,1434.593255571928,2704.024843865562,2385.114709654851,0.006507968995720148,0.005458822008222342,Ripe
-599.4765625,132.4044342041016,22.70139694213867,-13.86546802520752,32.59890365600586,8.917266845703125,0.06394144892692566,9.866825103759766,6.243500232696533,13.56782531738281,2.441133975982666,1.421733975410461,1.571462392807007,1.910758495330811,0.7187033891677856,1999.371318697308,3352.425889256315,4019.519326853198,0.004878032021224499,0.006113758310675621,Ripe
-590.61279296875,137.9331207275391,19.93850517272949,-16.20078277587891,30.84869194030762,9.192638397216797,0.1032822877168655,9.099149703979492,6.272294998168945,12.87150764465332,2.584564924240112,1.376145958900452,1.560819745063782,2.004966497421265,0.7307243943214417,1909.8514093028,3279.274458335278,3749.669863572761,0.004680915735661983,0.005687810014933348,Ripe
-588.4204711914062,138.6725311279297,12.18564224243164,-23.17227745056152,26.27166557312012,5.989509582519531,-0.1587231457233429,11.14146614074707,7.687192916870117,11.99212265014648,3.272720336914062,1.537057518959045,1.425397038459778,1.817247867584229,0.8067243099212646,2115.623635380183,3347.442250211692,4246.540490904851,0.004468467086553574,0.00586813036352396,Ripe
-580.8202514648438,127.8626403808594,20.28401565551758,-14.82940101623535,30.00059509277344,9.036798477172852,0.4633922576904297,9.11671257019043,6.159885406494141,12.55487632751465,2.448897361755371,1.383266091346741,1.542100548744202,1.931954622268677,0.6931155920028687,1891.359017061155,3262.717532342116,3736.921350279851,0.005197555292397738,0.006583231035619974,Ripe
-580.8202514648438,127.8626403808594,20.28401565551758,-14.82940101623535,30.00059509277344,9.036798477172852,0.4633922576904297,9.11671257019043,6.159885406494141,12.55487632751465,2.448897361755371,1.383266091346741,1.542100548744202,1.931954622268677,0.6931155920028687,1891.359017061155,3262.717532342116,3736.921350279851,0.005197555292397738,0.006583231035619974,Ripe
-544.0585327148438,106.8585357666016,21.5313892364502,-5.779347896575928,27.64216423034668,11.63288879394531,1.61859142780304,9.71039867401123,7.031270027160645,11.19538116455078,2.175414323806763,1.477427959442139,1.366251349449158,2.015992403030396,0.7811051607131958,1582.577703588382,2939.502188726552,2904.375583022388,0.006748646963387728,0.009924436919391155,Ripe
-557.7975463867188,117.1151504516602,19.2267017364502,-13.28326320648193,29.15873527526855,10.33725547790527,0.8137232065200806,8.729653358459473,6.10711145401001,11.43573951721191,2.510190486907959,1.378795027732849,1.476032257080078,1.884133815765381,0.7582606077194214,1811.339883690713,3152.11557836022,3502.091592817164,0.006170829758048058,0.007886482402682304,Ripe
-554.1509399414062,111.6841201782227,20.19520950317383,-11.57238864898682,23.14014625549316,7.219698905944824,1.279410004615784,10.30670738220215,7.710361957550049,12.59476757049561,2.354127645492554,1.486457943916321,1.488172173500061,1.994483590126038,0.7647778391838074,1811.483209474442,3206.528013594733,3428.135931669776,0.006001523230224848,0.009104638360440731,Ripe
-574.7857055664062,131.3588104248047,20.39523696899414,-14.52206134796143,28.08273124694824,8.054604530334473,-1.216306447982788,8.585301399230957,6.243644714355469,13.16969966888428,2.349315166473389,1.302486300468445,1.574681639671326,1.877697229385376,0.6530737280845642,1884.464556532579,3221.174813426739,3721.173186800373,0.005376319866627455,0.006835999898612499,Ripe
-542.0640258789062,111.7918243408203,14.88780403137207,-11.13231182098389,25.93152236938477,9.508949279785156,-0.9600498080253601,8.136853218078613,6.638049602508545,12.32898807525635,2.837373971939087,1.37606942653656,1.487800717353821,2.092635154724121,0.6996630430221558,1960.454597414151,3152.485377269745,3816.840601679105,0.006164952646940947,0.009297986514866352,Ripe
-570.6382446289062,132.4232940673828,18.0529842376709,-15.4323902130127,28.08974647521973,7.681363582611084,-1.18172550201416,9.12929916381836,6.506213188171387,13.32856369018555,2.886781930923462,1.322491884231567,1.565874695777893,2.029665470123291,0.6914913058280945,1869.405613740728,3186.712066486547,3625.220090951493,0.005487303715199232,0.007054821122437716,Ripe
-550.5414428710938,117.4589385986328,17.22734069824219,-13.74450206756592,21.79971122741699,7.081708908081055,-0.4799041450023651,8.012208938598633,5.864234447479248,11.61142158508301,2.454281568527222,1.215580463409424,1.429249286651611,2.118200302124023,0.645526111125946,2040.953262388914,3257.700577481894,4046.278130830224,0.006194502115249634,0.00879255123436451,Ripe
