PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,Label
-3.0446515114775474,1.369719283715384,-3.3860280635317968,-1.213108800178866,1.1473630567048898,-4.136570501025409,5.203050415808096,-1.9519317495190718,-0.6199907704257539,0.9815868691896936,-1.6952471542868948,4.954355088686494,-2.8752180017063376,1.060322647903313,0.8810576943408113,-0.6903241828260164,-0.2632110827542931,-1.7006485239703888,2.3106376711523624,-1.7845738531829314,-2.3097943949770023,1.4472580213956419,-0.8040485059436456,0.7700017884569292,-1.2801577112371074,-1.4713420298210305,1.0196069397147431,-1.2796158865505183,-0.9446494771929875,-0.3718696116945996,Ripe
-3.9242819924805885,2.5015235087705734,-4.4914652076676065,-2.0503827689862577,1.1189370875850775,3.0621847061684955,1.4105120719824558,-1.822296735626012,0.20449728650456167,0.21725309235901927,-0.6572995384118575,-1.9477549904658336,-0.7503848720767411,0.007642273128165357,-1.4522409289103897,-1.58837610924893,-0.035074627365224646,0.2971617957749171,1.2132679266280355,-0.29569335978327166,0.5316669877156057,0.8870905733166743,-0.5137735226561135,-0.5380832466037188,1.0033207186784516,-0.1959320126570901,-0.9712712200157252,0.2891677555273975,-1.02273868884428,0.1358933471721645,Ripe
-3.5039406225822165,1.6395626778178356,-5.373924874459886,-1.9237789252571664,1.5691175920087883,1.4585623596763724,1.7217896229802283,-0.819767426793317,-0.009237825090139795,0.05952773518983,-1.2169893159356306,-0.926712911389642,-0.4842048615296283,1.1190461216156662,-0.33445647180243854,-1.357778273939064,0.5276992578935364,0.2694168222892914,0.7506865234853629,-0.7388936206992548,0.09636476893675854,-1.3734782881158227,-0.5255086524124958,0.23524218397963628,1.2705773145479173,0.3316898113045195,0.18902059768347876,-0.26779444687530646,-0.6680530452867821,0.15419558362026034,Ripe
-3.22050986231099,1.6235869972198906,-1.5141535614736883,-1.3594179101408692,1.4632949461374702,-2.598261704447525,0.9076429508895678,-0.22569419836435098,0.27623712384592575,-1.2373194364749867,-1.4537545759608856,-0.38857342093462516,-0.9237005496586354,0.03829153459782621,-0.01873074016381422,-0.8120319911979744,-1.0006662346494744,-0.8845508983895938,0.8853166111142569,0.6038371828566295,0.9842654193591545,-1.5839512879795787,-0.5245887232249115,1.2565681248856984,-0.2759054363678843,0.41335860600205476,-0.003165082898816192,0.4189977930056184,0.49753394306479093,-0.6850438109891102,Ripe
-4.9377906018587066,0.49581767774623303,-8.64493329228365,-0.3968462043495669,-1.5760675949328786,0.9507448234386964,1.9310374704589803,3.9675537657369966,-0.6448305868976975,1.8139070276454248,-0.6095726994942523,-1.4600745389573229,0.5543063114658272,2.4191532593929333e-05,1.332561464176949,0.5792007793122884,-1.7223629780402423,-0.8437340561637336,0.6125238548915831,0.2176548081127865,-0.10577023030806312,0.09001675781539978,0.09054965742288763,1.2503581217965478,0.5060453289512138,-0.02726212912132305,0.6467820067480639,-0.9021262682826374,-0.1320682281489864,0.6958390748579709,Ripe
-4.235195756001586,0.2822100094599689,-4.88350695240549,-1.0446807489452437,2.2635522329513944,1.572123730608368,2.4453697909894183,0.4335889877246325,-3.429297825234803,-1.362957054116271,-1.702089372167439,-1.2616279790692748,0.3210144567527492,0.9972567512321273,1.84128149178794,-0.9814101119587121,-1.7886039711048636,0.41355189688498234,0.29571497173234024,-0.48051082053359956,0.04842363206154952,-1.261293482087817,-0.7345314267142959,0.18841663266859507,-0.5537831321271283,-0.041510064474701854,0.06039531880360104,0.41892760036216353,-0.11680501604617449,1.070150668451341,Ripe
-2.768510553592412,2.618553363883035,-0.7514316093460106,1.2968397603838313,1.6744842800479778,-2.4445514647668625,0.6779606255604432,-0.21674313462054462,2.2629078269259715,-0.09176599502189055,-1.9057926064269575,-0.7180975260367412,-0.4767049597090716,1.3337338409566322,2.264404429609166,0.5852133353349114,1.5711158807260985,0.2387925736443613,0.44457773754078295,0.2389623786332505,-0.1728315873519966,-0.3319035229361553,0.823430149944439,0.04555266114810187,-0.34876547872597613,0.7254579339383429,0.4605451336019929,-0.45710576615961357,-0.14477341748266528,-1.0627528830206576,Ripe
-4.7874201387003446,0.8271558102797136,1.794243346146352,1.9524591621302536,0.2813178504575693,0.5446413176829866,-3.1321216704838033,-2.7744745572876415,-1.1999859079236388,-0.8738392540652532,-4.245541300332735,-3.618737212704165,0.5316159418370969,-3.604468506178193,1.9630649103371591,-0.32519499564472476,-2.7560063874104066,-2.3249865495595268,2.2612953345251383,-0.5455694708370242,-0.10596184627628959,1.6371149647996066,-0.13270859771904867,-0.6115683058422619,-2.2729542198472634,0.6058417680675132,0.24961752810020074,0.21932719118214725,0.44986982129622805,-0.7120117601161569,Ripe
-3.7727401966908967,2.538928195856748,-0.19564052761025938,0.250273946495556,1.2119121299672002,-3.4426730637849294,0.8737345390462142,0.4322281751487315,-0.6853860183465638,1.0071725740197126,-0.9506117975516553,-2.942925334879681,-0.46244277457486205,0.8246000037648673,-0.21340351396810506,1.6272822198267867,1.3294053783234483,0.35549088160626474,-0.5091897754232952,-0.5579545813496659,1.4154070469796072,-0.597262688926007,0.7090373039150857,-0.728378480581222,-0.08128493154408228,-0.21941730527376,0.1951191734664291,0.3308553261333363,0.5890101583341196,-0.14401571523517215,Ripe
-3.7727401966908967,2.5389281958567484,-0.1956405276102602,0.2502739464955522,1.2119121299672015,-3.442673063784932,0.873734539046217,0.4322281751487361,-0.6853860183465637,1.0071725740197113,-0.9506117975516568,-2.9429253348796793,-0.46244277457486427,0.8246000037648669,-0.2134035139681088,1.6272822198267909,1.3294053783234485,0.3554908816062657,-0.5091897754232936,-0.5579545813496656,1.4154070469796076,-0.5972626889260081,0.7090373039150885,-0.7283784805812198,-0.08128493154408262,-0.21941730527376185,0.19511917346642937,0.3308553261333353,0.5890101583341196,-0.14401571523517218,Ripe
