PC1,PC2,PC3,PC5,PC6,PC7,PC9,PC12,PC13,Label
-3.044651511477547,1.369719283715384,-3.3860280635317968,1.1473630567048898,-4.136570501025409,5.203050415808096,-0.6199907704257539,4.954355088686494,-2.8752180017063376,Ripe
-3.924281992480589,2.5015235087705734,-4.4914652076676065,1.1189370875850777,3.0621847061684955,1.4105120719824558,0.2044972865045616,-1.9477549904658336,-0.7503848720767411,Ripe
-3.5039406225822165,1.6395626778178356,-5.373924874459886,1.5691175920087883,1.4585623596763724,1.7217896229802283,-0.0092378250901397,-0.926712911389642,-0.4842048615296283,Ripe
-3.22050986231099,1.6235869972198906,-1.5141535614736883,1.4632949461374702,-2.598261704447525,0.9076429508895678,0.2762371238459257,-0.3885734209346251,-0.9237005496586354,Ripe
-4.9377906018587066,0.495817677746233,-8.64493329228365,-1.5760675949328786,0.9507448234386964,1.9310374704589803,-0.6448305868976975,-1.4600745389573229,0.5543063114658272,Ripe
-4.235195756001586,0.2822100094599689,-4.88350695240549,2.2635522329513944,1.572123730608368,2.4453697909894183,-3.429297825234803,-1.2616279790692748,0.3210144567527492,Ripe
-2.768510553592412,2.618553363883035,-0.7514316093460106,1.6744842800479778,-2.4445514647668625,0.6779606255604432,2.2629078269259715,-0.7180975260367412,-0.4767049597090716,Ripe
-4.7874201387003446,0.8271558102797136,1.794243346146352,0.2813178504575693,0.5446413176829866,-3.1321216704838033,-1.1999859079236388,-3.618737212704165,0.5316159418370969,Ripe
-3.7727401966908967,2.538928195856748,-0.1956405276102593,1.2119121299672002,-3.4426730637849294,0.8737345390462142,-0.6853860183465638,-2.942925334879681,-0.462442774574862,Ripe
-3.7727401966908967,2.5389281958567484,-0.1956405276102602,1.2119121299672015,-3.442673063784932,0.873734539046217,-0.6853860183465637,-2.9429253348796793,-0.4624427745748642,Ripe
-5.850561804646796,3.126761396278422,0.536329782306358,0.1447755599624419,-3.180857518555828,1.1800726980247227,1.956426775832206,-0.2827872391971501,-1.8271625671796596,Ripe
-4.3497404322092414,2.307122246047041,-0.0275215412273181,-0.3379992990275117,-1.8086458046890572,0.5279685827354155,0.890352887391286,0.5512320680328109,1.3422826102542005,Ripe
-4.493943530873546,3.4665656700091354,1.4242485643713891,0.988332033041176,-1.6064448289841888,-0.3656112916481768,1.5171814918072517,-0.1692607730436338,0.4649741041516064,Ripe
